Pokemon,Move,Accuracy,BasePower,Category,PP,Priority,CritRatio,Target,Type
unfezant,uproar,100,90,Special,10,0,1,randomNormal,Normal
blitzle,uproar,100,90,Special,10,0,1,randomNormal,Normal
zebstrika,uproar,100,90,Special,10,0,1,randomNormal,Normal
woobat,uproar,100,90,Special,10,0,1,randomNormal,Normal
swoobat,uproar,100,90,Special,10,0,1,randomNormal,Normal
audino,uproar,100,90,Special,10,0,1,randomNormal,Normal
tympole,uproar,100,90,Special,10,0,1,randomNormal,Normal
palpitoad,uproar,100,90,Special,10,0,1,randomNormal,Normal
seismitoad,uproar,100,90,Special,10,0,1,randomNormal,Normal
basculin,uproar,100,90,Special,10,0,1,randomNormal,Normal
basculin-white-striped,uproar,100,90,Special,10,0,1,randomNormal,Normal
sandile,uproar,100,90,Special,10,0,1,randomNormal,Normal
krokorok,uproar,100,90,Special,10,0,1,randomNormal,Normal
krookodile,uproar,100,90,Special,10,0,1,randomNormal,Normal
darumaka,uproar,100,90,Special,10,0,1,randomNormal,Normal
darumaka-galar,uproar,100,90,Special,10,0,1,randomNormal,Normal
darmanitan,uproar,100,90,Special,10,0,1,randomNormal,Normal
darmanitan-galar,uproar,100,90,Special,10,0,1,randomNormal,Normal
maractus,uproar,100,90,Special,10,0,1,randomNormal,Normal
scraggy,uproar,100,90,Special,10,0,1,randomNormal,Normal
scrafty,uproar,100,90,Special,10,0,1,randomNormal,Normal
archen,uproar,100,90,Special,10,0,1,randomNormal,Normal
archeops,uproar,100,90,Special,10,0,1,randomNormal,Normal
zorua,uproar,100,90,Special,10,0,1,randomNormal,Normal
zoroark,uproar,100,90,Special,10,0,1,randomNormal,Normal
minccino,uproar,100,90,Special,10,0,1,randomNormal,Normal
cinccino,uproar,100,90,Special,10,0,1,randomNormal,Normal
gothita,uproar,100,90,Special,10,0,1,randomNormal,Normal
gothorita,uproar,100,90,Special,10,0,1,randomNormal,Normal
gothitelle,uproar,100,90,Special,10,0,1,randomNormal,Normal
ducklett,uproar,100,90,Special,10,0,1,randomNormal,Normal
swanna,uproar,100,90,Special,10,0,1,randomNormal,Normal
vanillite,uproar,100,90,Special,10,0,1,randomNormal,Normal
vanillish,uproar,100,90,Special,10,0,1,randomNormal,Normal
vanilluxe,uproar,100,90,Special,10,0,1,randomNormal,Normal
klink,uproar,100,90,Special,10,0,1,randomNormal,Normal
klang,uproar,100,90,Special,10,0,1,randomNormal,Normal
klinklang,uproar,100,90,Special,10,0,1,randomNormal,Normal
elgyem,uproar,100,90,Special,10,0,1,randomNormal,Normal
beheeyem,uproar,100,90,Special,10,0,1,randomNormal,Normal
stunfisk,uproar,100,90,Special,10,0,1,randomNormal,Normal
stunfisk-galar,uproar,100,90,Special,10,0,1,randomNormal,Normal
bouffalant,uproar,100,90,Special,10,0,1,randomNormal,Normal
vullaby,uproar,100,90,Special,10,0,1,randomNormal,Normal
mandibuzz,uproar,100,90,Special,10,0,1,randomNormal,Normal
deino,uproar,100,90,Special,10,0,1,randomNormal,Normal
zweilous,uproar,100,90,Special,10,0,1,randomNormal,Normal
hydreigon,uproar,100,90,Special,10,0,1,randomNormal,Normal
tornadus,uproar,100,90,Special,10,0,1,randomNormal,Normal
thundurus,uproar,100,90,Special,10,0,1,randomNormal,Normal
meloetta,uproar,100,90,Special,10,0,1,randomNormal,Normal
diggersby,uproar,100,90,Special,10,0,1,randomNormal,Normal
pancham,uproar,100,90,Special,10,0,1,randomNormal,Normal
pangoro,uproar,100,90,Special,10,0,1,randomNormal,Normal
furfrou,uproar,100,90,Special,10,0,1,randomNormal,Normal
binacle,uproar,100,90,Special,10,0,1,randomNormal,Normal
barbaracle,uproar,100,90,Special,10,0,1,randomNormal,Normal
hawlucha,uproar,100,90,Special,10,0,1,randomNormal,Normal
noibat,uproar,100,90,Special,10,0,1,randomNormal,Normal
noivern,uproar,100,90,Special,10,0,1,randomNormal,Normal
hoopa,uproar,100,90,Special,10,0,1,randomNormal,Normal
popplio,uproar,100,90,Special,10,0,1,randomNormal,Normal
brionne,uproar,100,90,Special,10,0,1,randomNormal,Normal
primarina,uproar,100,90,Special,10,0,1,randomNormal,Normal
pikipek,uproar,100,90,Special,10,0,1,randomNormal,Normal
trumbeak,uproar,100,90,Special,10,0,1,randomNormal,Normal
toucannon,uproar,100,90,Special,10,0,1,randomNormal,Normal
yungoos,uproar,100,90,Special,10,0,1,randomNormal,Normal
gumshoos,uproar,100,90,Special,10,0,1,randomNormal,Normal
lycanroc-midnight,uproar,100,90,Special,10,0,1,randomNormal,Normal
wishiwashi,uproar,100,90,Special,10,0,1,randomNormal,Normal
passimian,uproar,100,90,Special,10,0,1,randomNormal,Normal
turtonator,uproar,100,90,Special,10,0,1,randomNormal,Normal
bruxish,uproar,100,90,Special,10,0,1,randomNormal,Normal
drampa,uproar,100,90,Special,10,0,1,randomNormal,Normal
jangmo-o,uproar,100,90,Special,10,0,1,randomNormal,Normal
hakamo-o,uproar,100,90,Special,10,0,1,randomNormal,Normal
kommo-o,uproar,100,90,Special,10,0,1,randomNormal,Normal
poipole,uproar,100,90,Special,10,0,1,randomNormal,Normal
naganadel,uproar,100,90,Special,10,0,1,randomNormal,Normal
blacephalon,uproar,100,90,Special,10,0,1,randomNormal,Normal
grookey,uproar,100,90,Special,10,0,1,randomNormal,Normal
thwackey,uproar,100,90,Special,10,0,1,randomNormal,Normal
rillaboom,uproar,100,90,Special,10,0,1,randomNormal,Normal
skwovet,uproar,100,90,Special,10,0,1,randomNormal,Normal
greedent,uproar,100,90,Special,10,0,1,randomNormal,Normal
yamper,uproar,100,90,Special,10,0,1,randomNormal,Normal
boltund,uproar,100,90,Special,10,0,1,randomNormal,Normal
cramorant,uproar,100,90,Special,10,0,1,randomNormal,Normal
toxtricity,uproar,100,90,Special,10,0,1,randomNormal,Normal
toxtricity-low-key,uproar,100,90,Special,10,0,1,randomNormal,Normal
impidimp,uproar,100,90,Special,10,0,1,randomNormal,Normal
morgrem,uproar,100,90,Special,10,0,1,randomNormal,Normal
grimmsnarl,uproar,100,90,Special,10,0,1,randomNormal,Normal
perrserker,uproar,100,90,Special,10,0,1,randomNormal,Normal
mr. rime,uproar,100,90,Special,10,0,1,randomNormal,Normal
falinks,uproar,100,90,Special,10,0,1,randomNormal,Normal
morpeko,uproar,100,90,Special,10,0,1,randomNormal,Normal
glastrier,uproar,100,90,Special,10,0,1,randomNormal,Normal
spectrier,uproar,100,90,Special,10,0,1,randomNormal,Normal
calyrex-ice,uproar,100,90,Special,10,0,1,randomNormal,Normal
calyrex-shadow,uproar,100,90,Special,10,0,1,randomNormal,Normal
wyrdeer,uproar,100,90,Special,10,0,1,randomNormal,Normal
ursaluna,uproar,100,90,Special,10,0,1,randomNormal,Normal
ursaluna-bloodmoon,uproar,100,90,Special,10,0,1,randomNormal,Normal
basculegion,uproar,100,90,Special,10,0,1,randomNormal,Normal
basculegion-f,uproar,100,90,Special,10,0,1,randomNormal,Normal
enamorus,uproar,100,90,Special,10,0,1,randomNormal,Normal
enamorus-therian,uproar,100,90,Special,10,0,1,randomNormal,Normal
lechonk,uproar,100,90,Special,10,0,1,randomNormal,Normal
oinkologne,uproar,100,90,Special,10,0,1,randomNormal,Normal
oinkologne-f,uproar,100,90,Special,10,0,1,randomNormal,Normal
squawkabilly,uproar,100,90,Special,10,0,1,randomNormal,Normal
wattrel,uproar,100,90,Special,10,0,1,randomNormal,Normal
kilowattrel,uproar,100,90,Special,10,0,1,randomNormal,Normal
flittle,uproar,100,90,Special,10,0,1,randomNormal,Normal
espathra,uproar,100,90,Special,10,0,1,randomNormal,Normal
varoom,uproar,100,90,Special,10,0,1,randomNormal,Normal
revavroom,uproar,100,90,Special,10,0,1,randomNormal,Normal
cyclizar,uproar,100,90,Special,10,0,1,randomNormal,Normal
greavard,uproar,100,90,Special,10,0,1,randomNormal,Normal
houndstone,uproar,100,90,Special,10,0,1,randomNormal,Normal
annihilape,uproar,100,90,Special,10,0,1,randomNormal,Normal
farigiraf,uproar,100,90,Special,10,0,1,randomNormal,Normal
dudunsparce,uproar,100,90,Special,10,0,1,randomNormal,Normal
scream tail,uproar,100,90,Special,10,0,1,randomNormal,Normal
koraidon,uproar,100,90,Special,10,0,1,randomNormal,Normal
poltchageist,uproar,100,90,Special,10,0,1,randomNormal,Normal
poltchageist-artisan,uproar,100,90,Special,10,0,1,randomNormal,Normal
sinistcha,uproar,100,90,Special,10,0,1,randomNormal,Normal
sinistcha-masterpiece,uproar,100,90,Special,10,0,1,randomNormal,Normal
okidogi,uproar,100,90,Special,10,0,1,randomNormal,Normal
munkidori,uproar,100,90,Special,10,0,1,randomNormal,Normal
fezandipiti,uproar,100,90,Special,10,0,1,randomNormal,Normal
hydrapple,uproar,100,90,Special,10,0,1,randomNormal,Normal
pidgey,detect,TRUE,0,Status,5,4,1,self,Fighting
pidgeotto,detect,TRUE,0,Status,5,4,1,self,Fighting
pidgeot,detect,TRUE,0,Status,5,4,1,self,Fighting
spearow,detect,TRUE,0,Status,5,4,1,self,Fighting
fearow,detect,TRUE,0,Status,5,4,1,self,Fighting
pikachu,detect,TRUE,0,Status,5,4,1,self,Fighting
raichu,detect,TRUE,0,Status,5,4,1,self,Fighting
raichu-alola,detect,TRUE,0,Status,5,4,1,self,Fighting
sandshrew,detect,TRUE,0,Status,5,4,1,self,Fighting
sandslash,detect,TRUE,0,Status,5,4,1,self,Fighting
nidoran-f,detect,TRUE,0,Status,5,4,1,self,Fighting
nidorina,detect,TRUE,0,Status,5,4,1,self,Fighting
nidoqueen,detect,TRUE,0,Status,5,4,1,self,Fighting
nidoran-m,detect,TRUE,0,Status,5,4,1,self,Fighting
nidorino,detect,TRUE,0,Status,5,4,1,self,Fighting
nidoking,detect,TRUE,0,Status,5,4,1,self,Fighting
clefairy,detect,TRUE,0,Status,5,4,1,self,Fighting
clefable,detect,TRUE,0,Status,5,4,1,self,Fighting
jigglypuff,detect,TRUE,0,Status,5,4,1,self,Fighting
wigglytuff,detect,TRUE,0,Status,5,4,1,self,Fighting
zubat,detect,TRUE,0,Status,5,4,1,self,Fighting
golbat,detect,TRUE,0,Status,5,4,1,self,Fighting
meowth,detect,TRUE,0,Status,5,4,1,self,Fighting
persian,detect,TRUE,0,Status,5,4,1,self,Fighting
mankey,detect,TRUE,0,Status,5,4,1,self,Fighting
primeape,detect,TRUE,0,Status,5,4,1,self,Fighting
poliwhirl,detect,TRUE,0,Status,5,4,1,self,Fighting
poliwrath,detect,TRUE,0,Status,5,4,1,self,Fighting
machop,detect,TRUE,0,Status,5,4,1,self,Fighting
machoke,detect,TRUE,0,Status,5,4,1,self,Fighting
machamp,detect,TRUE,0,Status,5,4,1,self,Fighting
farfetch’d,detect,TRUE,0,Status,5,4,1,self,Fighting
farfetch’d-galar,detect,TRUE,0,Status,5,4,1,self,Fighting
cubone,detect,TRUE,0,Status,5,4,1,self,Fighting
marowak,detect,TRUE,0,Status,5,4,1,self,Fighting
marowak-alola,detect,TRUE,0,Status,5,4,1,self,Fighting
hitmonlee,detect,TRUE,0,Status,5,4,1,self,Fighting
hitmonchan,detect,TRUE,0,Status,5,4,1,self,Fighting
scyther,detect,TRUE,0,Status,5,4,1,self,Fighting
electabuzz,detect,TRUE,0,Status,5,4,1,self,Fighting
magmar,detect,TRUE,0,Status,5,4,1,self,Fighting
eevee,detect,TRUE,0,Status,5,4,1,self,Fighting
vaporeon,detect,TRUE,0,Status,5,4,1,self,Fighting
jolteon,detect,TRUE,0,Status,5,4,1,self,Fighting
flareon,detect,TRUE,0,Status,5,4,1,self,Fighting
aerodactyl,detect,TRUE,0,Status,5,4,1,self,Fighting
articuno,detect,TRUE,0,Status,5,4,1,self,Fighting
zapdos,detect,TRUE,0,Status,5,4,1,self,Fighting
zapdos-galar,detect,TRUE,0,Status,5,4,1,self,Fighting
moltres,detect,TRUE,0,Status,5,4,1,self,Fighting
dratini,detect,TRUE,0,Status,5,4,1,self,Fighting
dragonair,detect,TRUE,0,Status,5,4,1,self,Fighting
dragonite,detect,TRUE,0,Status,5,4,1,self,Fighting
mewtwo,detect,TRUE,0,Status,5,4,1,self,Fighting
mew,detect,TRUE,0,Status,5,4,1,self,Fighting
chikorita,detect,TRUE,0,Status,5,4,1,self,Fighting
bayleef,detect,TRUE,0,Status,5,4,1,self,Fighting
meganium,detect,TRUE,0,Status,5,4,1,self,Fighting
cyndaquil,detect,TRUE,0,Status,5,4,1,self,Fighting
quilava,detect,TRUE,0,Status,5,4,1,self,Fighting
typhlosion,detect,TRUE,0,Status,5,4,1,self,Fighting
typhlosion-hisui,detect,TRUE,0,Status,5,4,1,self,Fighting
totodile,detect,TRUE,0,Status,5,4,1,self,Fighting
croconaw,detect,TRUE,0,Status,5,4,1,self,Fighting
feraligatr,detect,TRUE,0,Status,5,4,1,self,Fighting
sentret,detect,TRUE,0,Status,5,4,1,self,Fighting
furret,detect,TRUE,0,Status,5,4,1,self,Fighting
hoothoot,detect,TRUE,0,Status,5,4,1,self,Fighting
noctowl,detect,TRUE,0,Status,5,4,1,self,Fighting
crobat,detect,TRUE,0,Status,5,4,1,self,Fighting
pichu,detect,TRUE,0,Status,5,4,1,self,Fighting
cleffa,detect,TRUE,0,Status,5,4,1,self,Fighting
igglybuff,detect,TRUE,0,Status,5,4,1,self,Fighting
togepi,detect,TRUE,0,Status,5,4,1,self,Fighting
togetic,detect,TRUE,0,Status,5,4,1,self,Fighting
natu,detect,TRUE,0,Status,5,4,1,self,Fighting
xatu,detect,TRUE,0,Status,5,4,1,self,Fighting
politoed,detect,TRUE,0,Status,5,4,1,self,Fighting
aipom,detect,TRUE,0,Status,5,4,1,self,Fighting
yanma,detect,TRUE,0,Status,5,4,1,self,Fighting
espeon,detect,TRUE,0,Status,5,4,1,self,Fighting
umbreon,detect,TRUE,0,Status,5,4,1,self,Fighting
murkrow,detect,TRUE,0,Status,5,4,1,self,Fighting
gligar,detect,TRUE,0,Status,5,4,1,self,Fighting
snubbull,detect,TRUE,0,Status,5,4,1,self,Fighting
granbull,detect,TRUE,0,Status,5,4,1,self,Fighting
scizor,detect,TRUE,0,Status,5,4,1,self,Fighting
heracross,detect,TRUE,0,Status,5,4,1,self,Fighting
sneasel,detect,TRUE,0,Status,5,4,1,self,Fighting
swinub,detect,TRUE,0,Status,5,4,1,self,Fighting
piloswine,detect,TRUE,0,Status,5,4,1,self,Fighting
delibird,detect,TRUE,0,Status,5,4,1,self,Fighting
skarmory,detect,TRUE,0,Status,5,4,1,self,Fighting
houndour,detect,TRUE,0,Status,5,4,1,self,Fighting
houndoom,detect,TRUE,0,Status,5,4,1,self,Fighting
stantler,detect,TRUE,0,Status,5,4,1,self,Fighting
tyrogue,detect,TRUE,0,Status,5,4,1,self,Fighting
hitmontop,detect,TRUE,0,Status,5,4,1,self,Fighting
elekid,detect,TRUE,0,Status,5,4,1,self,Fighting
magby,detect,TRUE,0,Status,5,4,1,self,Fighting
raikou,detect,TRUE,0,Status,5,4,1,self,Fighting
entei,detect,TRUE,0,Status,5,4,1,self,Fighting
suicune,detect,TRUE,0,Status,5,4,1,self,Fighting
larvitar,detect,TRUE,0,Status,5,4,1,self,Fighting
pupitar,detect,TRUE,0,Status,5,4,1,self,Fighting
tyranitar,detect,TRUE,0,Status,5,4,1,self,Fighting
lugia,detect,TRUE,0,Status,5,4,1,self,Fighting
ho-oh,detect,TRUE,0,Status,5,4,1,self,Fighting
celebi,detect,TRUE,0,Status,5,4,1,self,Fighting
treecko,detect,TRUE,0,Status,5,4,1,self,Fighting
grovyle,detect,TRUE,0,Status,5,4,1,self,Fighting
sceptile,detect,TRUE,0,Status,5,4,1,self,Fighting
torchic,detect,TRUE,0,Status,5,4,1,self,Fighting
combusken,detect,TRUE,0,Status,5,4,1,self,Fighting
blaziken,detect,TRUE,0,Status,5,4,1,self,Fighting
makuhita,detect,TRUE,0,Status,5,4,1,self,Fighting
hariyama,detect,TRUE,0,Status,5,4,1,self,Fighting
sableye,detect,TRUE,0,Status,5,4,1,self,Fighting
meditite,detect,TRUE,0,Status,5,4,1,self,Fighting
medicham,detect,TRUE,0,Status,5,4,1,self,Fighting
zangoose,detect,TRUE,0,Status,5,4,1,self,Fighting
absol,detect,TRUE,0,Status,5,4,1,self,Fighting
deoxys,detect,TRUE,0,Status,5,4,1,self,Fighting
starly,detect,TRUE,0,Status,5,4,1,self,Fighting
staravia,detect,TRUE,0,Status,5,4,1,self,Fighting
staraptor,detect,TRUE,0,Status,5,4,1,self,Fighting
ambipom,detect,TRUE,0,Status,5,4,1,self,Fighting
honchkrow,detect,TRUE,0,Status,5,4,1,self,Fighting
riolu,detect,TRUE,0,Status,5,4,1,self,Fighting
lucario,detect,TRUE,0,Status,5,4,1,self,Fighting
weavile,detect,TRUE,0,Status,5,4,1,self,Fighting
electivire,detect,TRUE,0,Status,5,4,1,self,Fighting
magmortar,detect,TRUE,0,Status,5,4,1,self,Fighting
togekiss,detect,TRUE,0,Status,5,4,1,self,Fighting
yanmega,detect,TRUE,0,Status,5,4,1,self,Fighting
leafeon,detect,TRUE,0,Status,5,4,1,self,Fighting
glaceon,detect,TRUE,0,Status,5,4,1,self,Fighting
gliscor,detect,TRUE,0,Status,5,4,1,self,Fighting
mamoswine,detect,TRUE,0,Status,5,4,1,self,Fighting
azelf,detect,TRUE,0,Status,5,4,1,self,Fighting
oshawott,detect,TRUE,0,Status,5,4,1,self,Fighting
dewott,detect,TRUE,0,Status,5,4,1,self,Fighting
samurott,detect,TRUE,0,Status,5,4,1,self,Fighting
samurott-hisui,detect,TRUE,0,Status,5,4,1,self,Fighting
patrat,detect,TRUE,0,Status,5,4,1,self,Fighting
watchog,detect,TRUE,0,Status,5,4,1,self,Fighting
pidove,detect,TRUE,0,Status,5,4,1,self,Fighting
tranquill,detect,TRUE,0,Status,5,4,1,self,Fighting
unfezant,detect,TRUE,0,Status,5,4,1,self,Fighting
timburr,detect,TRUE,0,Status,5,4,1,self,Fighting
gurdurr,detect,TRUE,0,Status,5,4,1,self,Fighting
conkeldurr,detect,TRUE,0,Status,5,4,1,self,Fighting
scraggy,detect,TRUE,0,Status,5,4,1,self,Fighting
scrafty,detect,TRUE,0,Status,5,4,1,self,Fighting
zorua,detect,TRUE,0,Status,5,4,1,self,Fighting
zorua-hisui,detect,TRUE,0,Status,5,4,1,self,Fighting
zoroark,detect,TRUE,0,Status,5,4,1,self,Fighting
zoroark-hisui,detect,TRUE,0,Status,5,4,1,self,Fighting
mienfoo,detect,TRUE,0,Status,5,4,1,self,Fighting
mienshao,detect,TRUE,0,Status,5,4,1,self,Fighting
sylveon,detect,TRUE,0,Status,5,4,1,self,Fighting
hawlucha,detect,TRUE,0,Status,5,4,1,self,Fighting
kartana,detect,TRUE,0,Status,5,4,1,self,Fighting
clobbopus,detect,TRUE,0,Status,5,4,1,self,Fighting
grapploct,detect,TRUE,0,Status,5,4,1,self,Fighting
sirfetch’d,detect,TRUE,0,Status,5,4,1,self,Fighting
kubfu,detect,TRUE,0,Status,5,4,1,self,Fighting
urshifu,detect,TRUE,0,Status,5,4,1,self,Fighting
urshifu-rapid-strike,detect,TRUE,0,Status,5,4,1,self,Fighting
wyrdeer,detect,TRUE,0,Status,5,4,1,self,Fighting
kleavor,detect,TRUE,0,Status,5,4,1,self,Fighting
quaxly,detect,TRUE,0,Status,5,4,1,self,Fighting
quaxwell,detect,TRUE,0,Status,5,4,1,self,Fighting
quaquaval,detect,TRUE,0,Status,5,4,1,self,Fighting
lokix,detect,TRUE,0,Status,5,4,1,self,Fighting
flamigo,detect,TRUE,0,Status,5,4,1,self,Fighting
annihilape,detect,TRUE,0,Status,5,4,1,self,Fighting
iron hands,detect,TRUE,0,Status,5,4,1,self,Fighting
pidgey,pluck,100,60,Physical,20,0,1,any,Flying
pidgeotto,pluck,100,60,Physical,20,0,1,any,Flying
pidgeot,pluck,100,60,Physical,20,0,1,any,Flying
rattata,pluck,100,60,Physical,20,0,1,any,Flying
raticate,pluck,100,60,Physical,20,0,1,any,Flying
spearow,pluck,100,60,Physical,20,0,1,any,Flying
fearow,pluck,100,60,Physical,20,0,1,any,Flying
zubat,pluck,100,60,Physical,20,0,1,any,Flying
golbat,pluck,100,60,Physical,20,0,1,any,Flying
farfetch’d,pluck,100,60,Physical,20,0,1,any,Flying
doduo,pluck,100,60,Physical,20,0,1,any,Flying
dodrio,pluck,100,60,Physical,20,0,1,any,Flying
articuno,pluck,100,60,Physical,20,0,1,any,Flying
zapdos,pluck,100,60,Physical,20,0,1,any,Flying
zapdos-galar,pluck,100,60,Physical,20,0,1,any,Flying
moltres,pluck,100,60,Physical,20,0,1,any,Flying
mew,pluck,100,60,Physical,20,0,1,any,Flying
hoothoot,pluck,100,60,Physical,20,0,1,any,Flying
noctowl,pluck,100,60,Physical,20,0,1,any,Flying
crobat,pluck,100,60,Physical,20,0,1,any,Flying
natu,pluck,100,60,Physical,20,0,1,any,Flying
xatu,pluck,100,60,Physical,20,0,1,any,Flying
murkrow,pluck,100,60,Physical,20,0,1,any,Flying
delibird,pluck,100,60,Physical,20,0,1,any,Flying
skarmory,pluck,100,60,Physical,20,0,1,any,Flying
ho-oh,pluck,100,60,Physical,20,0,1,any,Flying
taillow,pluck,100,60,Physical,20,0,1,any,Flying
swellow,pluck,100,60,Physical,20,0,1,any,Flying
wingull,pluck,100,60,Physical,20,0,1,any,Flying
pelipper,pluck,100,60,Physical,20,0,1,any,Flying
swablu,pluck,100,60,Physical,20,0,1,any,Flying
altaria,pluck,100,60,Physical,20,0,1,any,Flying
piplup,pluck,100,60,Physical,20,0,1,any,Flying
prinplup,pluck,100,60,Physical,20,0,1,any,Flying
empoleon,pluck,100,60,Physical,20,0,1,any,Flying
starly,pluck,100,60,Physical,20,0,1,any,Flying
staravia,pluck,100,60,Physical,20,0,1,any,Flying
staraptor,pluck,100,60,Physical,20,0,1,any,Flying
bidoof,pluck,100,60,Physical,20,0,1,any,Flying
bibarel,pluck,100,60,Physical,20,0,1,any,Flying
honchkrow,pluck,100,60,Physical,20,0,1,any,Flying
chatot,pluck,100,60,Physical,20,0,1,any,Flying
togekiss,pluck,100,60,Physical,20,0,1,any,Flying
pidove,pluck,100,60,Physical,20,0,1,any,Flying
tranquill,pluck,100,60,Physical,20,0,1,any,Flying
unfezant,pluck,100,60,Physical,20,0,1,any,Flying
woobat,pluck,100,60,Physical,20,0,1,any,Flying
swoobat,pluck,100,60,Physical,20,0,1,any,Flying
sigilyph,pluck,100,60,Physical,20,0,1,any,Flying
archen,pluck,100,60,Physical,20,0,1,any,Flying
archeops,pluck,100,60,Physical,20,0,1,any,Flying
ducklett,pluck,100,60,Physical,20,0,1,any,Flying
swanna,pluck,100,60,Physical,20,0,1,any,Flying
rufflet,pluck,100,60,Physical,20,0,1,any,Flying
braviary,pluck,100,60,Physical,20,0,1,any,Flying
braviary-hisui,pluck,100,60,Physical,20,0,1,any,Flying
vullaby,pluck,100,60,Physical,20,0,1,any,Flying
mandibuzz,pluck,100,60,Physical,20,0,1,any,Flying
inkay,pluck,100,60,Physical,20,0,1,any,Flying
malamar,pluck,100,60,Physical,20,0,1,any,Flying
rowlet,pluck,100,60,Physical,20,0,1,any,Flying
dartrix,pluck,100,60,Physical,20,0,1,any,Flying
decidueye,pluck,100,60,Physical,20,0,1,any,Flying
decidueye-hisui,pluck,100,60,Physical,20,0,1,any,Flying
pikipek,pluck,100,60,Physical,20,0,1,any,Flying
trumbeak,pluck,100,60,Physical,20,0,1,any,Flying
toucannon,pluck,100,60,Physical,20,0,1,any,Flying
oricorio,pluck,100,60,Physical,20,0,1,any,Flying
rookidee,pluck,100,60,Physical,20,0,1,any,Flying
corvisquire,pluck,100,60,Physical,20,0,1,any,Flying
corviknight,pluck,100,60,Physical,20,0,1,any,Flying
cramorant,pluck,100,60,Physical,20,0,1,any,Flying
dracozolt,pluck,100,60,Physical,20,0,1,any,Flying
arctozolt,pluck,100,60,Physical,20,0,1,any,Flying
wattrel,pluck,100,60,Physical,20,0,1,any,Flying
kilowattrel,pluck,100,60,Physical,20,0,1,any,Flying
flittle,pluck,100,60,Physical,20,0,1,any,Flying
espathra,pluck,100,60,Physical,20,0,1,any,Flying
bombirdier,pluck,100,60,Physical,20,0,1,any,Flying
veluza,pluck,100,60,Physical,20,0,1,any,Flying
rattata,covet,100,60,Physical,25,0,1,normal,Normal
rattata-alola,covet,100,60,Physical,25,0,1,normal,Normal
raticate,covet,100,60,Physical,25,0,1,normal,Normal
raticate-alola,covet,100,60,Physical,25,0,1,normal,Normal
pikachu,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-cosplay,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-original,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-hoenn,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-sinnoh,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-unova,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-kalos,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-alola,covet,100,60,Physical,25,0,1,normal,Normal
pikachu-partner,covet,100,60,Physical,25,0,1,normal,Normal
raichu,covet,100,60,Physical,25,0,1,normal,Normal
raichu-alola,covet,100,60,Physical,25,0,1,normal,Normal
sandshrew,covet,100,60,Physical,25,0,1,normal,Normal
sandshrew-alola,covet,100,60,Physical,25,0,1,normal,Normal
sandslash,covet,100,60,Physical,25,0,1,normal,Normal
sandslash-alola,covet,100,60,Physical,25,0,1,normal,Normal
clefairy,covet,100,60,Physical,25,0,1,normal,Normal
clefable,covet,100,60,Physical,25,0,1,normal,Normal
vulpix,covet,100,60,Physical,25,0,1,normal,Normal
vulpix-alola,covet,100,60,Physical,25,0,1,normal,Normal
ninetales,covet,100,60,Physical,25,0,1,normal,Normal
ninetales-alola,covet,100,60,Physical,25,0,1,normal,Normal
jigglypuff,covet,100,60,Physical,25,0,1,normal,Normal
wigglytuff,covet,100,60,Physical,25,0,1,normal,Normal
meowth,covet,100,60,Physical,25,0,1,normal,Normal
meowth-alola,covet,100,60,Physical,25,0,1,normal,Normal
meowth-galar,covet,100,60,Physical,25,0,1,normal,Normal
persian,covet,100,60,Physical,25,0,1,normal,Normal
persian-alola,covet,100,60,Physical,25,0,1,normal,Normal
mankey,covet,100,60,Physical,25,0,1,normal,Normal
primeape,covet,100,60,Physical,25,0,1,normal,Normal
growlithe,covet,100,60,Physical,25,0,1,normal,Normal
growlithe-hisui,covet,100,60,Physical,25,0,1,normal,Normal
arcanine,covet,100,60,Physical,25,0,1,normal,Normal
arcanine-hisui,covet,100,60,Physical,25,0,1,normal,Normal
farfetch’d,covet,100,60,Physical,25,0,1,normal,Normal
farfetch’d-galar,covet,100,60,Physical,25,0,1,normal,Normal
hitmonlee,covet,100,60,Physical,25,0,1,normal,Normal
hitmonchan,covet,100,60,Physical,25,0,1,normal,Normal
chansey,covet,100,60,Physical,25,0,1,normal,Normal
kangaskhan,covet,100,60,Physical,25,0,1,normal,Normal
mr. mime,covet,100,60,Physical,25,0,1,normal,Normal
mr. mime-galar,covet,100,60,Physical,25,0,1,normal,Normal
jynx,covet,100,60,Physical,25,0,1,normal,Normal
electabuzz,covet,100,60,Physical,25,0,1,normal,Normal
magmar,covet,100,60,Physical,25,0,1,normal,Normal
eevee,covet,100,60,Physical,25,0,1,normal,Normal
vaporeon,covet,100,60,Physical,25,0,1,normal,Normal
jolteon,covet,100,60,Physical,25,0,1,normal,Normal
flareon,covet,100,60,Physical,25,0,1,normal,Normal
snorlax,covet,100,60,Physical,25,0,1,normal,Normal
mew,covet,100,60,Physical,25,0,1,normal,Normal
cyndaquil,covet,100,60,Physical,25,0,1,normal,Normal
quilava,covet,100,60,Physical,25,0,1,normal,Normal
